CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
68912,ADV,483,Audience Analysis,E,LCD,120241,"Wise, Kevin R",1,10,7,4,1,4,2,4,0,2,0,1,0,0,3.13
58647,ADV,490,Digital Portfolio,DP,LCD,120241,"Muirhead, Susan P",15,9,5,1,2,1,0,0,0,0,0,0,1,0,3.72
63497,ADV,490,Storytelling for Video in ADV,SV,LCD,120241,"Gleason, Andrew F",4,9,3,1,2,0,0,1,0,0,0,0,1,0,3.54
30749,ADV,582,Qualitative Rsrch in Advert,A,LCD,120241,"Nelson, Michelle R",2,8,6,3,3,0,0,0,0,0,0,0,0,0,3.68
72380,AE,140,CAD,CA1,LCD,120241,"Laystrom-Woodar, Julia K",0,17,6,2,3,2,1,0,0,0,1,0,1,1,3.47
65566,AE,199,"Design, Build, Fly",DBF,DIS,120241,"Merret, Jason M",1,6,11,2,0,1,0,0,0,0,0,0,0,0,3.7
54415,AE,202,Aerospace Flight Mechanics,A,LCD,120241,"Wroblewski, Gabrielle E",9,41,10,2,0,0,1,0,0,0,0,0,2,0,3.78
75830,AE,202,Aerospace Flight Mechanics,B,LCD,120241,"Wroblewski, Gabrielle E",14,26,4,1,0,1,0,0,0,0,0,0,1,0,3.84
65567,AE,311,Incompressible Flow,B,LEC,120241,"Villafane Roca, Laura",5,28,18,5,4,4,1,1,0,0,0,0,1,0,3.61
29874,AE,312,Compressible Flow,A,LCD,120241,"Wroblewski, Gabrielle E",33,51,19,9,4,6,2,3,1,2,1,0,1,0,3.63
65568,AE,321,Mechs of Aerospace Structures,B,LEC,120241,"Chang, Wayne",0,3,1,9,10,5,7,8,2,4,3,5,3,0,2.27
54418,AE,323,Applied Aerospace Structures,A,LCD,120241,"Chew, Huck Beng",5,29,14,21,17,14,5,3,4,3,3,2,1,2,3.13
65569,AE,352,Aerospace Dynamical Systems,BL,LEC,120241,"Eggl, Siegfried",58,21,3,2,0,6,0,0,0,0,0,0,0,0,3.89
29907,AE,353,Aerospace Control Systems,A,LCD,120241,"Chang, Wayne",2,17,18,18,16,9,4,2,1,2,0,0,2,0,3.21
54470,AE,370,Aerospace Numerical Methods,A,LCD,120241,"Goza, Andres J",3,70,16,9,6,6,1,3,4,1,0,3,1,1,3.52
29973,AE,403,Spacecraft Attitude Control,A,LCD,120241,"Woollands, Robyn M",10,11,4,1,2,1,0,0,0,0,0,0,1,0,3.72
29954,AE,410,Computational Aerodynamics,A,LCD,120241,"Evrard, Fabien P",7,10,4,1,2,0,1,1,0,1,2,0,1,0,3.32
29960,AE,419,Aircraft Flight Mechanics,A,LCD,120241,"Clarke, Matthew A",4,7,11,9,11,6,1,1,1,1,0,0,0,0,3.29
29970,AE,434,Rocket Propulsion,A,LCD,120241,"Rovey, Joshua L",0,11,7,6,4,3,4,4,4,0,1,0,1,0,3
56779,AE,443,Aerospace Systems Design II,A1,LCD,120241,"Merret, Jason M",0,10,15,7,3,3,0,0,0,0,0,0,0,0,3.56
56782,AE,443,Aerospace Systems Design II,S1,LCD,120241,"Smart, Jordan T",22,33,28,8,2,0,0,0,0,0,0,0,0,0,3.82
54458,AE,461,Structures & Control Lab,AS1,LCD,120241,"Chasiotis, Ioannis",5,26,45,21,14,11,10,6,2,0,0,0,0,0,3.35
67976,AE,498,Sustainable Aviation,SA,LCD,120241,"Ansell, Phillip J",6,16,5,3,6,1,3,1,0,0,0,0,0,0,3.56
58432,AE,543,Aerospace Syst Engineering II,AS2,LEC,120241,"Merret, Jason M",1,6,8,10,0,0,0,0,0,0,0,0,0,0,3.63
46379,AFRO,100,Intro to African American St,AD3,LCD,120241,"McMillion, Desiree Y",13,11,6,8,5,1,1,3,3,0,0,1,1,0,3.33
65553,AFRO,132,African American Music,AFR,LEC,120241,"Meyers, John P",0,36,30,27,12,2,1,0,0,1,1,0,4,0,3.42
70808,AFRO,228,Hip Hop Music: History&Culture,JPM,LCD,120241,"Meyers, John P",0,21,6,1,0,0,0,1,0,0,0,0,0,0,3.84
63483,AFRO,378,Race and Revolutions,RN,LCD,120241,"O'Byrn, Edward E",0,23,2,1,0,1,0,1,2,0,0,0,0,0,3.69
52697,AGCM,220,Communicating Agriculture,A,LBD,120241,"Roberts, Owen A",2,18,7,4,0,1,0,0,0,0,0,0,0,0,3.8
74731,AGCM,420,Public Information Campaigns,A,LCD,120241,"Axtman-Barker, Pamela A",0,13,6,0,1,0,1,0,0,0,0,0,1,0,3.61
58342,AHS,375,Comm Partners & Health,A,LCD,120241,"Mertes, Tracy",0,32,0,0,1,0,0,0,0,0,0,0,0,0,3.97
48361,AIS,101,Intro to Amer Indian Studies,A1,LCD,120241,"Ryan Burchfield, Rennata",6,7,6,3,3,0,0,2,0,1,0,0,0,0,3.51
67574,AIS,285,Indigenous Thinkers,A,LCD,120241,"Maldonado, Korinta",7,12,3,1,0,0,0,0,2,0,0,0,0,0,3.75
75828,ALEC,505,Teaching and Learning,A,ONL,120241,"Smist, Jennifer A",3,17,0,0,0,0,0,0,1,0,0,0,0,0,3.89
74087,ANSC,101,Contemporary Animal Issues,1,DIS,120241,"Dilger, Anna C",6,190,0,0,27,0,0,4,0,0,0,0,1,1,3.83
39451,ANSC,110,Life With Animals and Biotech,CA,LCD,120241,"Allen, Crystal A",8,8,2,0,4,0,0,0,0,0,0,0,0,0,3.79
76114,ANSC,120,Art & Ethics Animals Docs,SR,LCD,120241,"Richardson, Sarah D",17,7,2,2,0,0,0,1,0,0,0,1,0,0,3.76
29921,ANSC,205,World Animal Resources,AA,LCD,120241,"Parsons, Carl M",31,24,4,2,3,0,2,0,0,0,0,0,2,0,3.75
50313,ANSC,207,Science of Pets and Their Care,AL1,ONL,120241,"Schneider, Alicia M",119,85,20,3,24,5,0,10,3,0,3,1,3,1,3.67
70873,ANSC,210,Grilling and BBQ Science,AL1,OLC,120241,"Downey, Caroline J",0,82,1,0,6,0,0,0,0,0,0,0,0,0,3.93
54349,ANSC,223,Animal Nutrition,A,LEC,120241,"Dilger, Ryan N",2,38,0,13,70,0,5,12,0,3,0,0,0,0,3.17
54350,ANSC,224,Animal Reproduction and Growth,AL1,LEC,120241,"Miller, David J",13,18,11,18,22,19,20,10,10,4,5,2,3,1,2.81
50315,ANSC,250,Companion Animals in Society,A,ONL,120241,"Richardson, Sarah D",106,33,9,6,5,3,2,2,0,1,1,1,12,1,3.56
54764,ANSC,250,Companion Animals in Society,B,ONL,120241,"Richardson, Sarah D",163,75,11,9,9,1,1,2,0,1,2,2,6,0,3.77
71682,ANSC,255,Animal Ethics,DS,OLC,120241,"Shike, Daniel W",8,35,0,1,3,0,1,1,0,0,0,0,1,0,3.77
29959,ANSC,298,ANSC Careers Professional Dev,A,LEC,120241,"Emmert, Jason L",0,67,0,4,5,0,0,4,0,0,0,0,1,0,3.76
59971,ANSC,363,Behavior of Domestic Animals,A,OLC,120241,"Kukekova, Anna V",5,20,10,6,11,2,1,3,2,0,0,0,0,0,3.44
57951,ANSC,407,Animal Shelter Management,1,LCD,120241,"Fischer-Brown, Amy E",3,5,9,6,10,7,2,5,3,1,0,1,0,0,2.99
29979,ANSC,409,Meat Science,A,LCD,120241,"Harsh, Bailey N",0,33,0,0,9,0,0,3,0,0,0,0,0,0,3.67
74613,ANSC,442,Introduction to Data Analytics,SRZ,ONL,120241,"Rodriguez Zas, Sandra L",7,10,1,2,2,0,0,0,0,0,0,0,1,0,3.67
61557,ANSC,446,Population Genetics,A,LCD,120241,"Roca, Alfred L",5,9,2,1,6,0,1,2,0,0,0,0,0,0,3.51
39603,ANSC,450,Comparative Immunobiology,A,LCD,120241,"Steelman, Andrew J",0,15,0,0,19,0,0,9,0,0,4,0,1,0,2.9
56799,ANSC,498,Integrating Animal Sciences,AL1,LEC,120241,"Shasteen, Aimee E",0,44,0,4,4,0,3,1,0,1,0,0,0,0,3.71
76077,ANSC,499,Common Diseases of Cats & Dogs,AF2,ONL,120241,"Fischer-Brown, Amy E",5,14,0,2,2,1,1,0,0,0,0,0,0,0,3.75
29990,ANSC,520,Protein and Energy Nutrition,A,LEC,120241,"Stein, Hans-Henrik",2,7,3,1,4,2,1,2,2,0,0,0,2,0,2.98
71670,ANSC,526,Adv Companion Animal Nutrition,B,ONL,120241,"Cattai de Godoy, Maria Re",0,24,0,0,4,0,0,2,0,0,0,0,0,0,3.73
74459,ANTH,101,Introduction to Anthropology,AD1,DIS,120241,"Wang, Yifan",7,5,4,1,0,3,0,0,0,0,0,1,0,0,3.56
74460,ANTH,101,Introduction to Anthropology,AD2,DIS,120241,"Wang, Yifan",14,6,4,0,0,1,0,0,0,0,0,0,1,0,3.74
74461,ANTH,101,Introduction to Anthropology,AD3,DIS,120241,"Vilchis, Sahara Z",13,9,4,0,0,1,0,0,0,0,0,0,2,0,3.63
74462,ANTH,101,Introduction to Anthropology,AD4,DIS,120241,"Long, Abby K",12,7,4,1,1,4,0,0,0,0,0,1,0,0,3.61
74464,ANTH,101,Introduction to Anthropology,AD5,DIS,120241,"Long, Abby K",11,9,4,2,2,0,0,1,0,0,0,1,0,1,3.67
74465,ANTH,101,Introduction to Anthropology,AD6,DIS,120241,"Long, Abby K",17,7,2,0,1,0,2,0,1,0,0,0,0,0,3.76
74468,ANTH,101,Introduction to Anthropology,AD9,DIS,120241,"Wang, Yifan",17,3,3,0,0,0,0,0,0,0,0,0,1,0,3.79
74470,ANTH,101,Introduction to Anthropology,ADB,DIS,120241,"Vilchis, Sahara Z",14,7,6,1,0,1,2,0,0,0,0,0,2,0,3.54
74471,ANTH,101,Introduction to Anthropology,ADC,DIS,120241,"Vilchis, Sahara Z",11,5,6,2,1,0,2,0,0,0,0,0,1,0,3.58
48504,ANTH,103,Anthro in a Changing World,ADB,DIS,120241,"Naidoo, Navashni",12,6,3,0,1,0,0,0,1,0,0,0,0,0,3.81
48505,ANTH,103,Anthro in a Changing World,ADC,DIS,120241,"Naidoo, Navashni",8,5,2,0,2,0,2,2,0,0,2,0,0,0,3.3
48506,ANTH,103,Anthro in a Changing World,ADD,DIS,120241,"Goulding, Ella",9,6,5,0,1,1,0,0,0,0,0,1,0,0,3.68
48507,ANTH,103,Anthro in a Changing World,ADE,DIS,120241,"Goulding, Ella",16,5,1,0,2,0,0,0,0,0,0,0,0,0,3.9
48508,ANTH,103,Anthro in a Changing World,ADF,DIS,120241,"Goulding, Ella",9,4,3,3,2,1,1,0,0,0,0,0,0,0,3.65
48510,ANTH,103,Anthro in a Changing World,ADH,DIS,120241,"Doubles, Catherine Z",6,7,5,2,0,1,0,2,0,0,0,0,0,0,3.64
48511,ANTH,103,Anthro in a Changing World,ADJ,DIS,120241,"Doubles, Catherine Z",11,5,2,0,1,0,1,1,1,0,0,0,0,0,3.65
54206,ANTH,103,Anthro in a Changing World,ONL,ONL,120241,"Patino, Michelle",357,108,42,23,15,11,7,5,3,1,0,1,5,0,3.8
46439,ANTH,180,The Archaeology of Death,HS1,LCD,120241,"Silverman, Helaine I",37,49,19,28,41,7,5,22,11,0,6,0,12,1,3.07
43563,ANTH,209,"Food, Culture, and Society",1,LCD,120241,"Silverman, Helaine I",5,11,8,6,14,6,3,9,0,0,1,0,2,0,3.04
70382,ANTH,246,Forensic Science,OL2,ONL,120241,"Malhi, Ripan S",118,286,40,40,41,15,15,23,4,8,15,2,29,0,3.42
63359,ANTH,246,Forensic Science,ONL,ONL,120241,"Antoniuk, Caitlyn E",134,371,18,38,19,6,7,6,3,5,0,0,10,0,3.77
72181,ANTH,268,Images of the Other,1,LCD,120241,"Dominguez, Virginia R",1,3,8,3,3,0,2,0,0,0,0,1,2,0,3.03
56878,ANTH,278,Climate Change & Civilization,1,LCD,120241,"Lucero, Lisa J",25,10,7,1,2,0,0,1,0,0,0,0,0,0,3.85
30142,ANTH,411,Methods in Cultural Anthrop,1,LCD,120241,"Maldonado, Korinta",1,20,1,1,0,0,0,1,0,0,0,0,0,0,3.89
67071,ARCH,172,Intro to Design II,AB,LAB,120241,"Hillman, Isabella",48,41,33,19,11,4,0,2,2,0,0,0,0,0,3.7
67165,ARCH,232,Structural Fundamentals,AL1,LEC,120241,"Uihlein, Marci",18,15,17,19,10,15,6,3,5,5,5,2,4,2,2.98
68735,ARCH,274,Representation,AB,LAB,120241,"Clark, John S",15,34,35,17,7,5,0,3,0,0,1,1,0,1,3.59
39951,ARCH,416,Architecture of the U.S.,M,LEC,120241,"Johnson, Tait R",0,2,7,3,3,6,1,3,2,1,1,0,2,0,2.67
70112,ARCH,435,Struct Sys and Const Methods,AL1,LEC,120241,"Krishnan, Sudarshan",4,16,20,12,7,11,4,4,1,0,0,0,0,0,3.33
67176,ARCH,517,Arch History 1850-Present,AL,LCD,120241,"Bross, Benjamin A",1,9,13,7,6,13,8,4,0,0,1,0,1,0,3.04
67056,ARCH,537,Environ Control Systems II,AL1,OLC,120241,"Boubekri, Mohamed",8,25,7,10,3,7,2,0,0,0,0,0,2,0,3.49
69216,ARCH,593,Design & Construction Futures,539,LEC,120241,"Deutsch, Randall",18,17,4,5,1,1,0,0,1,0,0,0,0,0,3.8
53795,ARCH,595,Design of Tall Buildings,TB,LCD,120241,"Pawlikowski, James J",1,2,18,8,2,0,0,0,0,0,0,0,0,0,3.57
74828,ART,160,The Image World,1,ST,120241,"Ward, Kendra A",10,5,1,0,2,0,0,1,0,0,0,0,2,0,3.41
65187,ARTD,218,Interaction Design Foundation,GD2,ST,120241,"Stephens, Noelyn J",0,12,5,1,2,1,0,0,0,0,0,0,0,0,3.73
63648,ARTD,228,Computer Applications,ST1,PKG,120241,"Mukachirayil, Savio M",7,3,4,6,3,0,1,0,0,0,2,0,0,0,3.38
51410,ARTD,228,Computer Applications,ST2,PKG,120241,"Chen, Zhiwen",0,4,5,2,6,4,0,0,0,0,0,0,0,0,3.32
72112,ARTD,326,Sustainability & Manufacturing,2,LEC,120241,"Araujo de Aguia, Carlos H",20,17,4,3,6,0,0,0,0,0,0,0,5,0,3.47
54735,ARTD,328,Human-Centered Product Design,T9,LAB,120241,"Taher, Mania T",4,4,6,2,1,2,2,0,0,1,0,0,0,0,3.41
67470,ARTD,333,Type & Image,GD3,ST,120241,"Sibrian Mai, Angelica A",2,10,5,0,1,1,1,0,0,1,0,0,0,0,3.6
74498,ARTD,426,Product Innovation,1,LEC,120241,"Sethi, Simrun S",1,14,7,0,1,0,0,1,0,0,0,0,0,0,3.78
65182,ARTD,471,Graphic Design Capstone,GD1,ST,120241,"Marble, Jena M",6,15,2,1,0,0,0,0,0,0,0,0,0,0,3.94
68870,ARTE,101,"Art, Design, and Society",1,LEC,120241,"Lucero, Jorge",93,36,5,22,7,2,5,3,3,2,1,0,2,1,3.65
63628,ARTH,211,Design History Survey,A,LEC,120241,"Weissman, Terri",1,86,31,12,30,7,3,2,1,0,0,0,1,0,3.58
70636,ARTH,214,Art in China,1,LCD,120241,"Burkus-Chasson, Anne",0,4,10,5,5,1,1,0,0,0,0,0,0,0,3.44
53014,ARTH,235,Art and Power in 17th c Europe,1,LCD,120241,"Pilgrim, James B",0,8,8,8,4,1,1,1,0,2,1,0,0,0,3.25
50159,ARTH,299,Mod & Contemp Native Amer Art,CS,LCD,120241,"Smith, Cassandra A",6,8,9,3,3,1,0,0,3,0,0,0,0,0,3.51
72326,ARTJ,299,Seminar in Japanese Aesthetics,2,OLC,120241,"Sinzato, Alice Yumi",18,6,3,0,4,0,0,0,0,0,1,1,0,0,3.66
72327,ARTJ,302,Intro to Anime,1,OLC,120241,"Stirek, Lindsey L",13,23,3,0,1,3,0,0,0,0,0,0,0,0,3.86
73171,ARTJ,397,"Zen, Tea, and Power",1,OLC,120241,"Francis, Omar L",2,2,3,4,3,2,2,2,1,1,0,0,1,0,2.88
73172,ARTJ,398,Designing Life in Modern Japan,1,OLC,120241,"Palmieri, Christopher J",1,13,2,3,1,0,2,0,0,0,0,0,1,1,3.52
72035,ARTS,220,Introduction to Fashion,1,ONL,120241,"Becker, Susan E",18,4,1,1,0,1,1,0,0,0,1,0,0,0,3.74
68699,ASRM,210,Theory of Interest,AL1,LEC,120241,"Liu, Peixin",13,16,5,3,1,1,1,0,0,0,0,0,0,1,3.81
68700,ASRM,406,Lin Algebra & Financial Apps,T1,LCD,120241,"Icaza, Eric S",5,3,9,3,3,3,2,0,0,0,0,0,0,0,3.46
68701,ASRM,409,Stoch Proc for Fin & Insurance,UG,LCD,120241,"Fadina, Tolulope R",4,1,4,6,5,2,3,3,0,0,1,1,3,1,2.74
75733,ASRM,442,Stats for Risk Modeling II,UG,LEC,120241,"Freiji, Claudia G",1,1,1,3,0,5,3,1,0,4,2,0,4,2,2.05
68703,ASRM,461,Loss Models,UG,LEC,120241,"Icaza, Eric S",3,4,6,6,13,13,2,0,0,0,0,0,1,1,3.09
74648,ASRM,469,Casualty Actuarial Mathematics,LU,LCD,120241,"Freiji, Claudia G",2,3,2,2,1,3,2,1,0,0,1,0,5,0,2.39
74394,ASRM,471,Life Contingencies I,AL1,LEC,120241,"Wei, Wei",1,4,1,1,3,3,1,3,1,2,2,5,2,0,2.14
57339,ASTR,100,Introduction to Astronomy,A,ONL,120241,"Winans, Amanda",24,47,18,22,12,10,6,7,1,0,0,5,4,0,3.33
57338,ASTR,100,Introduction to Astronomy,B,ONL,120241,"Winans, Amanda",23,45,26,20,23,13,10,11,6,4,6,6,17,1,2.9
30832,ASTR,121,Solar System and Worlds Beyond,AL1,LEC,120241,"Winans, Amanda",36,35,12,17,11,6,4,4,2,2,2,0,6,0,3.35
30845,ASTR,122,Stars and Galaxies,AL1,LEC,120241,"Dunne, Bryan C",8,33,25,13,15,3,6,7,2,1,1,2,4,1,3.23
30855,ASTR,210,Introduction to Astrophysics,1,LEC,120241,"Young, Lisa M",10,11,0,0,10,3,0,8,0,0,1,0,1,0,3.16
63574,ASTR,210,Introduction to Astrophysics,2,LEC,120241,"Young, Lisa M",10,15,0,1,9,1,0,6,0,0,1,2,3,0,3.07
68851,ASTR,310,Computing in Astronomy,1,LEC,120241,"Young, Lisa M",10,17,7,5,0,3,1,0,4,0,0,0,3,0,3.35
63575,ASTR,330,Extraterrestrial Life,ONL,ONL,120241,"Dunne, Bryan C",40,78,41,40,16,12,4,4,0,1,1,0,3,0,3.56
39316,ASTR,405,Planetary Systems,1,LEC,120241,"Gross, Arran C",1,21,6,3,9,0,1,6,3,0,2,0,2,0,3.12
43741,ASTR,414,Astronomical Techniques,AT,LEC,120241,"Kemball, Athol J",5,18,2,3,10,2,1,5,1,1,1,3,1,0,3.08
39350,ATMS,100,Introduction to Meteorology,AL2,LEC,120241,"Frame, Jeffrey",8,16,5,3,14,4,4,11,2,1,0,0,2,0,3.04
39412,ATMS,120,Severe and Hazardous Weather,A,LEC,120241,"Choate, Jessica J",38,89,29,31,32,9,14,9,5,4,4,3,6,1,3.33
30894,ATMS,140,Climate and Global Change,A,LEC,120241,"Hence, Deanna",2,26,4,1,3,2,0,0,2,0,0,0,2,0,3.52
48377,ATMS,201,General Physical Meteorology,A,LCD,120241,"Choate, Jessica J",7,9,14,12,2,6,3,2,1,0,0,0,1,0,3.33
31725,ATMS,420,Atmospheric Chemistry,A,LCD,120241,"Horowitz, Hannah M",11,4,4,5,4,1,0,0,0,0,0,0,0,0,3.66
71034,BADM,210,Business Analytics I,AL,LEC,120241,"Pant, Shagun",1,97,29,12,13,9,7,10,4,0,1,0,0,0,3.53
68637,BADM,210,Business Analytics I,DL,LEC,120241,"Pant, Shagun",2,61,21,6,23,2,1,1,2,0,3,0,2,0,3.5
68638,BADM,211,Business Analytics II,A,LCD,120241,"Liu, Zilong",31,5,3,2,3,1,0,0,0,0,0,0,0,0,3.85
68639,BADM,211,Business Analytics II,B,LCD,120241,"Ahsen, Mehmet E",26,7,6,2,2,1,0,0,0,0,0,0,0,0,3.85
70075,BADM,211,Business Analytics II,C,LCD,120241,"Moshref Javadi, Mohammad",12,5,10,3,4,3,3,0,2,0,0,0,0,0,3.45
70076,BADM,211,Business Analytics II,D,LCD,120241,"Bahrini, Aram",35,7,1,0,0,1,0,0,1,0,0,0,0,0,3.91
70077,BADM,211,Business Analytics II,E,LCD,120241,"Ahsen, Mehmet E",27,14,2,1,0,0,0,0,0,0,0,0,0,0,3.97
70080,BADM,211,Business Analytics II,H,LCD,120241,"Ahsen, Mehmet E",13,9,3,2,2,1,0,1,1,0,0,0,0,0,3.69
70081,BADM,211,Business Analytics II,I,LCD,120241,"Haksoz, Cagri",3,13,4,12,3,4,2,1,0,1,0,0,1,0,3.33
70082,BADM,211,Business Analytics II,J,LCD,120241,"Liu, Zilong",23,13,1,0,1,0,0,0,0,0,0,0,0,0,3.97
71710,BADM,275,Operations Management,A,LCD,120241,"Han, Rongqing",0,19,5,4,4,1,2,3,0,0,0,0,0,0,3.5
70088,BADM,275,Operations Management,B,LCD,120241,"Liang, Hongyan",25,18,9,0,1,2,0,0,0,0,0,0,0,0,3.88
71711,BADM,275,Operations Management,C,LCD,120241,"Liang, Hongyan",12,27,9,0,4,0,0,0,2,0,1,0,0,0,3.73
71712,BADM,275,Operations Management,D,LCD,120241,"Liang, Hongyan",16,34,4,1,0,0,0,0,0,0,0,0,0,0,3.96
71713,BADM,275,Operations Management,E,LCD,120241,"Han, Rongqing",0,19,9,4,3,0,0,0,0,0,0,0,0,0,3.75
71714,BADM,275,Operations Management,F,LCD,120241,"Han, Rongqing",0,26,14,6,7,0,1,0,0,0,0,0,0,0,3.68
71715,BADM,275,Operations Management,G,LCD,120241,"Baddam, Swathi Reddy",0,39,8,2,4,2,0,0,0,0,0,0,0,0,3.81
71716,BADM,275,Operations Management,H,LCD,120241,"Baddam, Swathi Reddy",0,41,9,3,0,1,1,0,0,0,0,0,0,0,3.85
30956,BADM,300,The Legal Environment of Bus,1,LEC,120241,"Warnick, Emerson T",70,94,20,13,7,5,5,4,2,1,1,0,2,0,3.72
40037,BADM,300,The Legal Environment of Bus,2,LEC,120241,"Winter, Gretchen A",3,13,4,9,10,3,4,2,0,2,1,1,3,0,2.99
30963,BADM,310,Mgmt and Organizational Beh,1,LEC,120241,"White, Judith B",177,104,34,14,9,2,3,1,0,2,0,0,0,0,3.87
57199,BADM,310,Mgmt and Organizational Beh,OL,ONL,120241,"Ward, Sarah",238,113,22,9,9,4,2,1,2,0,0,0,0,0,3.91
31044,BADM,311,Leading Individuals and Teams,A,LCD,120241,"Gupta, Pranav",0,38,9,1,1,0,0,1,0,0,1,0,2,0,3.67
31042,BADM,311,Leading Individuals and Teams,B,LCD,120241,"Gupta, Pranav",0,28,8,0,0,0,0,0,0,0,1,0,0,0,3.85
39261,BADM,311,Leading Individuals and Teams,C,LCD,120241,"Gupta, Pranav",0,23,8,2,1,0,0,2,0,0,0,0,0,0,3.75
31046,BADM,312,Designing and Managing Orgs,A,LCD,120241,"Khessina, Olga",0,28,5,3,4,0,0,0,0,0,0,0,0,0,3.81
31048,BADM,312,Designing and Managing Orgs,B,LCD,120241,"Khessina, Olga",0,23,8,3,8,1,0,0,0,0,0,0,0,0,3.67
31050,BADM,312,Designing and Managing Orgs,C,LCD,120241,"Ryu, Jinah",6,15,7,5,1,2,0,0,0,0,0,0,0,0,3.74
40317,BADM,312,Designing and Managing Orgs,D,LCD,120241,"Khessina, Olga",0,18,8,3,6,0,0,0,0,0,0,0,0,0,3.7
31071,BADM,313,Strategic Human Res Management,A,LCD,120241,"Swenddal, Heather J",39,13,2,0,1,0,0,0,0,0,0,0,0,0,3.97
63687,BADM,314,Leading Negotiations,A,LCD,120241,"Loewenstein, Jeffrey",0,10,11,10,7,5,1,0,0,1,0,0,0,0,3.37
66499,BADM,314,Leading Negotiations,B,LCD,120241,"Loewenstein, Jeffrey",0,21,8,7,6,3,1,1,2,1,0,1,1,0,3.31
30958,BADM,320,Principles of Marketing,1,LEC,120241,"Wolters, Mark E",80,88,15,22,38,8,12,6,0,2,0,1,0,0,3.6
55843,BADM,320,Principles of Marketing,OL,ONL,120241,"Kim, Myoung Hee",232,138,13,5,10,0,1,0,0,0,0,0,0,0,3.95
31038,BADM,322,Marketing Research,D,LCD,120241,"Bao, Ying",4,11,10,2,0,0,0,0,0,0,0,0,0,0,3.83
31053,BADM,323,Marketing Communications,A,LCD,120241,"Raquel, Steve A",0,44,8,3,0,0,1,0,0,0,0,0,0,0,3.89
31055,BADM,323,Marketing Communications,B,LCD,120241,"Raquel, Steve A",0,40,11,2,1,0,0,1,0,0,0,0,1,0,3.79
31057,BADM,324,Purchasing and Supply Mgmnt,A,LCD,120241,"Haksoz, Cagri",3,15,13,4,1,0,0,0,0,0,0,0,0,0,3.78
75573,BADM,324,Purchasing and Supply Mgmnt,B,LCD,120241,"Haksoz, Cagri",0,14,14,3,0,0,0,0,0,0,0,0,0,0,3.79
31059,BADM,325,Consumer Behavior,A,LCD,120241,"Noel, Hayden N",6,29,4,3,1,0,0,0,0,0,0,0,0,0,3.9
31060,BADM,325,Consumer Behavior,B,LCD,120241,"Lim, Sarah",30,14,2,5,1,2,0,0,0,0,0,0,0,0,3.86
50310,BADM,329,New Product Development,A,LCD,120241,"Sethi, Simrun S",14,26,9,1,0,0,0,0,0,0,0,0,0,0,3.93
71718,BADM,330,Brand Management,A,LCD,120241,"Smith, Rosanna K",3,27,15,1,2,0,1,0,0,0,0,0,0,0,3.81
71719,BADM,337,Practicum in Supply Chain Mgt,A,LCD,120241,"Mehrotra, Mili",0,15,5,3,2,0,0,0,0,0,0,0,0,0,3.77
47944,BADM,337,Practicum in Supply Chain Mgt,B,LCD,120241,"Baddam, Swathi Reddy",0,30,4,0,1,0,0,0,0,0,0,0,0,0,3.93
71720,BADM,338,Global Supply Chain Management,B,LCD,120241,"Clougherty, Joseph A",9,12,5,7,2,2,0,0,0,0,0,0,0,0,3.7
68609,BADM,340,Ethical Dilemmas of Business,B,LCD,120241,"Barbeau, Aimee",26,12,0,2,0,0,0,0,0,0,0,0,0,0,3.97
73686,BADM,340,Ethical Dilemmas of Business,C,LCD,120241,"Reinhard, David A",0,33,1,1,5,0,0,0,0,0,0,0,0,0,3.85
74169,BADM,346,Intro to Entrepreneurship,A,LCD,120241,"Roach, Michael",11,7,5,1,0,2,0,0,0,0,0,0,0,0,3.81
50065,BADM,350,IT for Networked Organizations,B,LCD,120241,"Ghoshal, Abhijeet",0,26,11,4,1,0,0,0,0,0,0,0,0,0,3.83
68280,BADM,350,IT for Networked Organizations,E,LCD,120241,"Ghoshal, Abhijeet",0,32,8,0,2,0,0,0,0,0,0,0,0,0,3.89
53412,BADM,351,Social Media Strategy,A,LCD,120241,"Sumkin, Dmitrii",0,49,6,0,1,1,0,0,0,0,0,0,0,0,3.92
71721,BADM,351,Social Media Strategy,B,LCD,120241,"Sumkin, Dmitrii",0,40,8,1,2,1,0,1,0,0,0,0,0,0,3.84
66500,BADM,352,Database Design and Management,A,LCD,120241,"Garimella, Aravinda",1,35,0,2,3,0,0,0,0,0,0,0,0,0,3.89
31226,BADM,352,Database Design and Management,B,LCD,120241,"Garimella, Aravinda",9,40,0,2,0,0,0,2,0,0,0,0,0,0,3.9
68614,BADM,352,Database Design and Management,C,LCD,120241,"Garimella, Aravinda",3,34,0,6,1,0,0,0,0,0,0,0,0,0,3.89
68611,BADM,353,Info Sys Analysis and Design,C,LCD,120241,"Nelson, Matthew L",8,37,0,1,0,0,0,1,0,0,0,0,0,0,3.94
31238,BADM,353,Info Sys Analysis and Design,D,LCD,120241,"Nelson, Matthew L",14,43,2,0,1,2,0,0,0,0,0,0,0,0,3.93
68625,BADM,356,Data Science and Analytics,B,LCD,120241,"Pant, Gautam",11,47,4,3,0,0,0,0,0,0,0,0,0,0,3.95
