Fall,Term Code,College,Department,Degree,Major Code,Major Name,Concentration Code,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code,Legacy Advising Code,Legacy Department Code,Legacy Major Name
2015,120158,LAS,580,BS,240,Physics,,,241,208,33,0,104,34,2,12,0,0,5,83,1,3,0,0,39,116,125,10KV0240BS,,,
2014,120148,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KV3919BSLA,,,
2014,120148,LAS,580,BSLAS,240,Physics,,,15,14,1,0,11,1,0,0,0,0,0,3,0,0,0,0,1,9,6,10KV8037BSLA,,,
2014,120148,LAS,580,BS,240,Physics,,,186,168,18,0,90,37,3,6,0,0,3,46,1,3,1,0,39,103,83,10KV0240BS,,,
2014,120148,LAS,580,BSLAS,240,Physics,,,199,169,29,1,83,21,2,5,0,1,5,82,0,2,1,2,25,86,113,10KV0240BSLA,,,
2013,120138,LAS,580,BSLAS,240,Physics,,,7,7,0,0,4,1,0,0,0,0,0,2,0,0,0,,,5,2,10KV8037BSLA,,,
2013,120138,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,8,6,2,0,7,0,0,1,0,0,0,0,0,0,0,,,8,0,10KV3919BSLA,,,
2013,120138,LAS,580,BS,240,Physics,,,133,121,12,0,76,23,2,2,0,0,1,28,1,2,2,,,79,54,10KV0240BS,,,
2013,120138,LAS,580,BSLAS,240,Physics,,,181,158,23,0,76,14,2,5,0,0,3,79,2,2,2,,,80,101,10KV0240BSLA,,,
2012,120128,LAS,580,BSLAS,240,Physics,,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,,2,0,10KV8037BSLA,,,
2012,120128,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,8,7,1,0,6,0,0,2,0,0,0,0,0,0,0,,,8,0,10KV3919BSLA,,,
2012,120128,LAS,580,BSLAS,240,Physics,,,127,110,17,0,67,10,1,2,0,0,2,45,0,1,1,,,71,56,10KV0240BSLA,,,
2012,120128,LAS,580,BS,240,Physics,,,151,137,14,0,86,21,3,6,0,0,3,31,1,3,3,,,99,52,10KV0240BS,,,
2011,120118,LAS,580,BSLAS,240,Physics,,,91,76,15,0,54,6,0,4,0,0,0,27,0,0,0,,,59,32,10KV0240BSLA,,,
2011,120118,LAS,580,BSLAS,240,Physics,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,10KV8037BSLA,,,
2011,120118,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,8,7,1,0,5,1,0,2,0,0,0,0,0,0,0,,,8,0,10KV3919BSLA,,,
2011,120118,LAS,580,BS,240,Physics,,,142,125,17,0,81,17,2,8,0,0,4,28,2,2,3,,,95,47,10KV0240BS,,,
2010,120108,LAS,580,BSLAS,240,Physics,,,74,59,14,1,39,13,0,5,0,0,0,16,1,0,0,,,52,22,10KV0240BSLA,,,
2010,120108,LAS,580,BSLAS,240,Physics,,,5,5,0,0,2,1,0,0,0,0,0,2,0,0,0,,,3,2,10KV8037BSLA,,,
2010,120108,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,8,7,1,0,7,0,0,1,0,0,0,0,0,0,0,,,8,0,10KV3919BSLA,,,
2010,120108,LAS,580,BS,240,Physics,,,102,90,12,0,55,14,2,8,0,0,2,19,2,2,1,,,71,31,10KV0240BS,,,
2009,120098,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,7,6,1,0,7,0,0,0,0,,,0,0,,,,,7,0,10KV3919BSLA,,,
2009,120098,LAS,580,BSLAS,240,Physics,,,6,6,0,0,5,0,0,0,0,,,1,0,,,,,4,2,10KV8037BSLA,,,
2009,120098,LAS,580,BS,240,Physics,,,71,63,8,0,39,6,1,4,0,,,15,6,,,,,50,21,10KV0240BS,,,
2009,120098,LAS,580,BSLAS,240,Physics,,,84,74,10,0,50,6,0,5,0,,,19,4,,,,,55,29,10KV0240BSLA,,,
2008,120088,LAS,580,BALAS,240,Physics,,,1,1,0,0,0,0,0,0,0,,,0,1,,,,,1,0,10KV0240BALA,,,
2008,120088,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,8,5,3,0,8,0,0,0,0,,,0,0,,,,,8,0,10KV3919BSLA,,,
2008,120088,LAS,580,BSLAS,240,Physics,,,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10KV8037BSLA,,,
2008,120088,LAS,580,BS,240,Physics,,,72,63,9,0,48,7,2,3,0,,,9,3,,,,,54,18,10KV0240BS,,,
2008,120088,LAS,580,BSLAS,240,Physics,,,65,56,8,1,43,5,1,2,0,,,10,4,,,,,47,18,10KV0240BSLA,,,
2007,120078,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,4,2,2,0,3,0,0,0,0,,,0,1,,,,,4,0,10KV3919BSLA,,,
2007,120078,LAS,580,BSLAS,240,Physics,,,2,1,1,0,2,0,0,0,0,,,0,0,,,,,1,1,10KV8037BSLA,,,
2007,120078,LAS,580,BS,240,Physics,,,83,75,8,0,59,6,1,2,1,,,12,2,,,,,64,19,10KV0240BS,,,
2007,120078,LAS,580,BSLAS,240,Physics,,,75,61,13,1,47,8,1,2,0,,,9,8,,,,,52,23,10KV0240BSLA,,,
2006,120068,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,5,3,2,0,5,0,0,0,0,,,0,0,,,,,5,0,10KV3919BSLA,,,
2006,120068,LAS,580,BSLAS,240,Physics,,,78,64,13,1,47,14,1,2,0,,,8,6,,,,,57,21,10KV0240BSLA,,,
2006,120068,LAS,580,BS,240,Physics,,,94,74,20,0,68,9,1,1,0,,,12,3,,,,,71,23,10KV0240BS,,,
2005,120058,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,5,2,3,0,5,0,0,0,0,,,0,0,,,,,5,0,10KV3919BSLA,,,
2005,120058,LAS,580,BSLAS,240,Physics,,,81,64,17,0,44,21,2,1,1,,,8,4,,,,,64,17,10KV0240BSLA,,,
2005,120058,LAS,580,BS,240,Physics,,,101,79,22,0,70,12,4,3,0,,,10,2,,,,,77,24,10KV0240BS,,,
2004,120048,LAS,580,BS,240,Physics,,,84,65,19,0,62,7,1,1,2,,,10,1,,,,,61,23,10KV0240BS,,,
2004,120048,LAS,580,BSLAS,240,Physics,,,104,79,25,0,70,14,5,2,1,,,6,6,,,,,87,17,10KV0240BSLA,,,
2004,120048,LAS,580,BSLAS,240,Physics,3919,Physics Teaching Option,2,1,1,0,2,0,0,0,0,,,0,0,,,,,2,0,10KV3919BSLA,,,
2018,120188,LAS,377,MS,320,Plant Biology,,,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10KS0320MS,,,
2018,120188,LAS,377,PHD,320,Plant Biology,,,29,10,19,0,11,2,0,2,0,0,0,13,1,1,0,0,2,3,26,10KS0320PHD,,,
2018,120188,LAS,377,PHD,320,Plant Biology,5511,Computational Sci & Engr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10KS0320PHD,,,
2017,120178,LAS,377,MS,320,Plant Biology,,,3,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,10KS0320MS,,,
2017,120178,LAS,377,PHD,320,Plant Biology,,,29,11,18,0,14,2,0,2,0,0,0,10,1,1,0,0,2,4,25,10KS0320PHD,,,
2016,120168,LAS,377,MS,320,Plant Biology,,,3,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,10KS0320MS,,,
2016,120168,LAS,377,PHD,320,Plant Biology,,,34,14,20,0,17,2,0,3,0,0,1,10,1,2,1,0,2,6,28,10KS0320PHD,,,
2015,120158,LAS,377,MS,320,Plant Biology,,,5,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10KS0320MS,,,
2015,120158,LAS,377,PHD,320,Plant Biology,,,31,13,18,0,15,2,0,4,0,0,1,8,1,2,1,0,2,8,23,10KS0320PHD,,,
2014,120148,LAS,377,MS,320,Plant Biology,5166,Professional Science Masters,5,4,1,0,2,0,0,1,0,0,0,2,0,1,0,0,0,3,2,1PKS0320MS,,,
2014,120148,LAS,377,MS,320,Plant Biology,,,9,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10KS0320MS,,,
2014,120148,LAS,377,PHD,320,Plant Biology,,,28,15,13,0,16,1,0,4,0,0,1,5,1,2,1,0,1,9,19,10KS0320PHD,,,
2013,120138,LAS,377,MS,320,Plant Biology,,,7,4,3,0,7,0,0,0,0,0,0,0,0,0,0,,,5,2,10KS0320MS,,,
2013,120138,LAS,377,MS,320,Plant Biology,5166,Professional Science Masters,5,4,1,0,2,0,0,1,0,0,0,2,0,1,0,,,3,2,1PKS0320MS,,,
2013,120138,LAS,377,PHD,320,Plant Biology,,,32,16,16,0,20,2,0,3,0,0,0,6,1,1,0,,,10,22,10KS0320PHD,,,
2012,120128,LAS,377,MS,320,Plant Biology,,,7,4,3,0,7,0,0,0,0,0,0,0,0,0,0,,,4,3,10KS0320MS,,,
2012,120128,LAS,377,MS,320,Plant Biology,5166,Professional Science Masters,3,2,1,0,2,0,1,0,0,0,0,0,0,1,0,,,3,0,1PKS0320MS,,,
2012,120128,LAS,377,PHD,320,Plant Biology,,,33,15,18,0,19,2,0,2,0,0,0,8,2,1,0,,,12,21,10KS0320PHD,,,
2011,120118,LAS,377,MS,320,Plant Biology,,,5,2,3,0,4,0,0,0,1,0,0,0,0,0,1,,,2,3,10KS0320MS,,,
2011,120118,LAS,377,MS,320,Plant Biology,5166,Professional Science Masters,3,2,1,0,2,0,1,0,0,0,0,0,0,1,0,,,3,0,1PKS0320MS,,,
2011,120118,LAS,377,PHD,320,Plant Biology,,,33,12,21,0,21,3,1,1,0,0,0,6,1,1,0,,,15,18,10KS0320PHD,,,
2010,120108,LAS,377,MS,320,Plant Biology,,,8,4,4,0,7,0,0,0,1,0,0,0,0,0,1,,,5,3,10KS0320MS,,,
2010,120108,LAS,377,PHD,320,Plant Biology,,,32,13,19,0,24,2,1,0,0,0,0,4,1,1,0,,,17,15,10KS0320PHD,,,
2009,120098,LAS,377,MS,320,Plant Biology,,,10,5,5,0,8,1,0,0,1,,,0,0,,,,,7,3,10KS0320MS,,,
2009,120098,LAS,377,PHD,320,Plant Biology,,,30,12,18,0,24,1,1,0,0,,,3,1,,,,,16,14,10KS0320PHD,,,
2008,120088,LAS,377,MS,320,Plant Biology,,,11,3,8,0,7,1,0,0,1,,,2,0,,,,,5,6,10KS0320MS,,,
2008,120088,LAS,377,PHD,320,Plant Biology,,,19,9,10,0,17,1,0,0,0,,,0,1,,,,,12,7,10KS0320PHD,,,
2007,120078,LAS,377,MS,320,Plant Biology,,,11,5,6,0,8,1,0,0,1,,,1,0,,,,,7,4,10KS0320MS,,,
2007,120078,LAS,377,PHD,320,Plant Biology,,,14,8,6,0,10,1,0,0,0,,,3,0,,,,,6,8,10KS0320PHD,,,
2006,120068,LAS,377,NDEG,320,Plant Biology,,,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS0320NDEG,,,
2006,120068,LAS,377,MS,320,Plant Biology,,,6,1,5,0,5,0,0,0,0,,,1,0,,,,,4,2,10KS0320MS,,,
2006,120068,LAS,377,PHD,320,Plant Biology,,,16,9,7,0,9,2,0,0,0,,,5,0,,,,,5,11,10KS0320PHD,,,
2005,120058,LAS,377,MS,320,Plant Biology,,,6,2,4,0,5,0,0,0,1,,,0,0,,,,,4,2,10KS0320MS,,,
2005,120058,LAS,377,PHD,320,Plant Biology,,,14,8,6,0,7,2,0,0,0,,,5,0,,,,,3,11,10KS0320PHD,,,
2004,120048,LAS,377,MS,320,Plant Biology,,,6,2,4,0,6,0,0,0,0,,,0,0,,,,,4,2,10KS0320MS,,,
2004,120048,LAS,377,PHD,320,Plant Biology,,,13,7,6,0,5,2,0,0,0,,,6,0,,,,,3,10,10KS0320PHD,,,
1980,,LAS,,,,Plant Biology,,,31,18,13,,25,,,,,,,6,,,,,,4,27,,3216,3216,PLBIO
1981,,LAS,,,,Plant Biology,,,26,15,11,,21,,,,,,,5,,,,,,6,20,,3216,3216,PLBIO
1982,,LAS,,,,Plant Biology,,,30,15,15,1,20,,,,,,,9,,,,,,11,19,,3216,3216,PLBIO
1983,,LAS,,,,Plant Biology,,,27,16,11,,18,1,,,,,,8,,,,,,8,19,,3216,3216,PLBIO
1984,,LAS,,,,Plant Biology,,,27,14,13,1,19,,,,,,,7,,,,,,8,19,,3216,3216,PLBIO
1985,,LAS,,,,Plant Biology,,,31,15,16,2,21,1,,1,,,,6,,,,,,9,22,,3216,3216,PLBIO
1986,,LAS,,,,Plant Biology,,,28,11,17,3,15,1,,1,,,,8,,,,,,8,20,,3216,3216,PLBIO
1987,,LAS,,,,Plant Biology,,,38,13,25,,26,2,,2,,,,8,,,,,,11,27,,3216,3216,PLBIO
1988,,LAS,,,,Plant Biology,,,34,10,24,1,23,2,,1,,,,7,,,,,,9,25,,3216,3216,PLBIO
1989,,LAS,,,,Plant Biology,,,32,7,25,,20,2,,1,,,,9,,,,,,7,25,,3216,3216,PLBIO
1990,,LAS,,,,Plant Biology,,,29,7,22,,17,1,,1,,,,10,,,,,,5,24,,3216,3216,PLBIO
1991,,LAS,,,,Plant Biology,,,27,11,16,,13,1,,,,,,13,,,,,,5,22,,3216,3216,PLBIO
1992,,LAS,,,,Plant Biology,,,23,9,14,,13,,1,,,,,9,,,,,,6,17,,3216,3216,PLBIO
1993,,LAS,,,,Plant Biology,,,30,13,17,,14,,1,,,,,15,,,,,,7,23,,3216,3216,PLBIO
1994,,LAS,,,,Plant Biology,,,37,15,22,,21,,1,,,,,15,,,,,,9,28,,3216,3216,PLBIO
1995,,LAS,,,,Plant Biology,,,41,18,23,,23,,1,,,,,17,,,,,,8,33,,3216,3216,PLBIO
1996,,LAS,,,,Plant Biology,,,40,19,21,,22,,1,,,,,17,,,,,,5,35,,3216,3216,PLBIO
1997,,LAS,,,,Plant Biology,,,37,16,21,,20,,1,,,,,16,,,,,,7,30,,3216,3216,PLBIO
1998,,LAS,,,,Plant Biology,,,35,16,19,,20,,1,1,,,,13,,,,,,8,27,,3216,3216,PLBIO
1999,,LAS,,,,Plant Biology,,,26,12,14,,15,1,,,,,,10,,,,,,3,23,,3216,3216,PLBIO
2000,,LAS,,,,Plant Biology,,,26,14,12,,14,1,,,,,,11,,,,,,3,23,,3216,3216,PLBIO
2001,,LAS,,,,Plant Biology,,,27,14,13,,12,1,,,,,,14,,,,,,2,25,,3216,3216,PLBIO
2002,,LAS,,,,Plant Biology,,,28,11,17,1,13,1,,,,,,13,,,,,,4,24,,3216,3216,PLBIO
2003,,LAS,,,,Plant Biology,,,22,11,11,1,11,1,,,,,,9,,,,,,5,17,,3216,3216,PLBIO
2015,120158,LAS,377,MS,5461,Plant Biotechnology,5166,Professional Science Masters,3,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1PKS5461MS,,,
2014,120148,LAS,377,MS,5461,Plant Biotechnology,5166,Professional Science Masters,3,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1PKS5461MS,,,
1980,,ACES,,,,PLANT PATH,,,34,28,6,,24,1,,,,,,9,,,,,,13,21,,1515,1515,PLANT PATH
1981,,ACES,,,,PLANT PATH,,,40,30,10,1,29,1,,,,,,9,,,,,,12,28,,1515,1515,PLANT PATH
1982,,ACES,,,,PLANT PATH,,,41,29,12,1,27,1,1,,,,,11,,,,,,14,27,,1515,1515,PLANT PATH
1983,,ACES,,,,PLANT PATH,,,39,28,11,2,26,,1,,,,,10,,,,,,14,25,,1515,1515,PLANT PATH
1984,,ACES,,,,PLANT PATH,,,36,25,11,2,25,,,,,,,9,,,,,,11,25,,1515,1515,PLANT PATH
1985,,ACES,,,,PLANT PATH,,,38,27,11,,30,1,,,,,,7,,,,,,13,25,,1515,1515,PLANT PATH
1986,,ACES,,,,PLANT PATH,,,37,27,10,1,26,1,,,,,,9,,,,,,13,24,,1515,1515,PLANT PATH
1987,,ACES,,,,PLANT PATH,,,32,23,9,,22,1,,,,,,9,,,,,,15,17,,1515,1515,PLANT PATH
1988,,ACES,,,,PLANT PATH,,,30,20,10,1,19,,,,,,,10,,,,,,15,15,,1515,1515,PLANT PATH
1989,,ACES,,,,PLANT PATH,,,28,20,8,1,17,,,,,,,10,,,,,,11,17,,1515,1515,PLANT PATH
1990,,ACES,,,,PLANT PATH,,,28,19,9,1,13,,,,,,,14,,,,,,8,20,,1515,1515,PLANT PATH
1991,,ACES,,,,PLANT PATH,,,29,16,13,,13,,,1,,,,15,,,,,,6,23,,1515,1515,PLANT PATH
1992,,ACES,,,,PLANT PATH,,,33,22,11,,9,,,1,,,,23,,,,,,5,28,,1515,1515,PLANT PATH
1993,,ACES,,,,PLANT PATH,,,32,21,11,,8,,1,,,,,23,,,,,,5,27,,1515,1515,PLANT PATH
1994,,ACES,,,,PLANT PATH,,,32,22,10,,6,,1,,1,,,24,,,,,,3,29,,1515,1515,PLANT PATH
1995,,ACES,,,,PLANT PATH,,,23,17,6,,5,,1,,1,,,16,,,,,,3,20,,1515,1515,PLANT PATH
1996,,ACES,,,,PLANT PATH,,,23,18,5,,7,,1,,1,,,14,,,,,,6,17,,1515,1515,PLANT PATH
1997,,ACES,,,,PLANT PATH,,,19,14,5,,6,,,,1,,,12,,,,,,6,13,,1515,1515,PLANT PATH
1998,,ACES,,,,PLANT PATH,,,12,10,2,,5,,,,,,,7,,,,,,5,7,,1515,1515,PLANT PATH
1999,,ACES,,,,PLANT PATH,,,11,9,2,,5,,,,,,,6,,,,,,4,7,,1515,1515,PLANT PATH
2000,,ACES,,,,PLANT PATH,,,5,4,1,,3,,,,,,,2,,,,,,2,3,,1515,1515,PLANT PATH
2001,,ACES,,,,PLANT PATH,,,1,,1,,1,,,,,,,,,,,,,1,,,1515,1515,PLANT PATH
2011,120118,ACES,802,MS,179,Plant Pathology,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,10KS0179MS,,,
2018,120188,LAS,710,BALAS,343,Political Science,,,621,340,280,1,359,54,48,113,0,1,26,17,3,63,9,5,71,585,36,10KV0343BALA,,,
2018,120188,LAS,710,BALAS,343,Political Science,,,87,47,40,0,52,9,7,16,0,0,1,2,0,9,1,0,10,80,7,10KV8037BALA,,,
2018,120188,LAS,710,BALAS,343,Political Science,5659,General Political Science,12,6,6,0,2,1,5,4,0,0,0,0,0,6,0,0,1,12,0,10KV0343BALA,,,
2018,120188,LAS,710,PHD,343,Political Science,,,48,29,19,0,21,2,0,5,0,0,1,18,1,1,1,1,3,7,41,10KS0343PHD,,,
2017,120178,LAS,710,BALAS,343,Political Science,,,568,334,234,0,323,58,42,97,0,1,28,18,1,58,3,8,80,523,45,10KV0343BALA,,,
2017,120178,LAS,710,BALAS,343,Political Science,,,80,38,42,0,48,10,6,13,0,0,3,0,0,7,2,1,11,75,5,10KV8037BALA,,,
2017,120178,LAS,710,PHD,343,Political Science,,,48,26,22,0,26,2,0,3,0,0,1,15,1,0,1,1,2,6,42,10KS0343PHD,,,
2016,120168,LAS,710,BALAS,343,Political Science,,,453,259,194,0,260,42,49,58,0,1,27,16,0,62,0,8,58,414,39,10KV0343BALA,,,
2016,120168,LAS,710,BALAS,343,Political Science,,,112,57,55,0,66,11,7,18,1,0,3,6,0,8,3,0,12,99,13,10KV8037BALA,,,
2016,120168,LAS,710,BSLAS,343,Political Science,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KV0343BSLA,,,
2016,120168,LAS,710,PHD,343,Political Science,,,49,26,23,0,28,3,0,3,0,0,1,13,1,0,2,0,3,8,41,10KS0343PHD,,,
2015,120158,LAS,710,BSLAS,343,Political Science,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10KV8037BSLA,,,
2015,120158,LAS,710,BALAS,343,Political Science,,,114,60,54,0,70,10,8,15,0,1,2,8,0,9,1,1,10,95,19,10KV8037BALA,,,
2015,120158,LAS,710,PHD,343,Political Science,,,45,27,18,0,27,4,0,3,0,0,1,8,2,0,2,0,5,9,36,10KS0343PHD,,,
2015,120158,LAS,710,BALAS,343,Political Science,,,468,283,185,0,264,39,56,64,0,0,24,18,3,69,4,3,56,426,42,10KV0343BALA,,,
2014,120148,LAS,710,BALAS,343,Political Science,,,129,79,50,0,82,9,6,23,0,1,1,6,1,8,1,1,10,116,13,10KV8037BALA,,,
2014,120148,LAS,710,PHD,343,Political Science,,,48,28,20,0,33,4,0,4,0,0,1,4,2,0,3,0,5,10,38,10KS0343PHD,,,
2014,120148,LAS,710,BALAS,343,Political Science,,,511,311,200,0,275,46,64,74,0,1,21,26,4,75,4,2,62,450,61,10KV0343BALA,,,
2013,120138,LAS,710,BSLAS,343,Political Science,,,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,,2,0,10KV0343BSLA,,,
2013,120138,LAS,710,MA,343,Political Science,5120,Civic Leadership,7,3,4,0,2,2,0,2,0,0,1,0,0,0,0,,,7,0,10KS0343MA,,,
2013,120138,LAS,710,PHD,343,Political Science,,,54,35,19,0,43,4,0,2,0,0,1,3,1,0,3,,,12,42,10KS0343PHD,,,
2013,120138,LAS,710,BALAS,343,Political Science,,,101,62,39,0,71,13,2,13,0,0,0,2,0,2,1,,,96,5,10KV8037BALA,,,
2013,120138,LAS,710,BALAS,343,Political Science,,,552,359,193,0,313,49,57,78,0,3,15,35,2,67,7,,,492,60,10KV0343BALA,,,
2012,120128,LAS,710,BSLAS,343,Political Science,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,10KV0343BSLA,,,
2012,120128,LAS,710,MA,343,Political Science,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KS0343MA,,,
2012,120128,LAS,710,MA,343,Political Science,5120,Civic Leadership,10,3,7,0,9,0,1,0,0,0,0,0,0,1,0,,,9,1,10KS0343MA,,,
2012,120128,LAS,710,PHD,343,Political Science,,,49,30,19,0,39,5,1,1,0,0,1,2,0,1,2,,,7,42,10KS0343PHD,,,
2012,120128,LAS,710,BALAS,343,Political Science,,,72,39,33,0,47,10,5,7,0,0,1,2,0,5,2,,,70,2,10KV8037BALA,,,
2012,120128,LAS,710,BALAS,343,Political Science,,,616,405,210,1,375,61,46,79,0,2,11,37,5,54,9,,,553,63,10KV0343BALA,,,
2011,120118,LAS,710,BSLAS,343,Political Science,,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,,,3,0,10KV0343BSLA,,,
2011,120118,LAS,710,MA,343,Political Science,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KS0343MA,,,
2011,120118,LAS,710,MA,343,Political Science,5120,Civic Leadership,9,3,6,0,7,2,0,0,0,0,0,0,0,0,0,,,7,2,10KS0343MA,,,
2011,120118,LAS,710,PHD,343,Political Science,,,51,31,20,0,40,4,1,1,0,0,0,5,0,1,1,,,5,46,10KS0343PHD,,,
2011,120118,LAS,710,BALAS,343,Political Science,,,74,37,37,0,48,12,5,5,0,0,1,2,1,5,0,,,69,5,10KV8037BALA,,,
2011,120118,LAS,710,BALAS,343,Political Science,,,688,430,258,0,440,71,48,77,0,2,11,35,4,56,9,,,626,62,10KV0343BALA,,,
2010,120108,LAS,710,BSLAS,343,Political Science,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KV0343BSLA,,,
2010,120108,LAS,710,MA,343,Political Science,5120,Civic Leadership,9,5,4,0,8,0,1,0,0,0,0,0,0,1,0,,,8,1,10KS0343MA,,,
2010,120108,LAS,710,BALAS,343,Political Science,,,68,35,33,0,50,6,2,4,0,0,2,4,0,2,1,,,63,5,10KV8037BALA,,,
2010,120108,LAS,710,PHD,343,Political Science,,,63,34,29,0,47,5,2,1,0,0,0,8,0,2,1,,,9,54,10KS0343PHD,,,
2010,120108,LAS,710,BALAS,343,Political Science,,,772,495,277,0,513,71,61,71,0,2,10,33,11,69,2,,,720,52,10KV0343BALA,,,
2009,120098,LAS,710,MA,343,Political Science,5120,Civic Leadership,8,2,6,0,6,1,0,1,0,,,0,0,,,,,8,0,10KS0343MA,,,
2009,120098,LAS,710,BSLAS,343,Political Science,,,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KV8037BSLA,,,
2009,120098,LAS,710,BALAS,343,Political Science,,,65,29,36,0,45,6,8,3,0,,,1,2,,,,,63,2,10KV8037BALA,,,
2009,120098,LAS,710,PHD,343,Political Science,,,63,35,28,0,42,5,2,1,0,,,12,1,,,,,11,52,10KS0343PHD,,,
2009,120098,LAS,710,BALAS,343,Political Science,,,880,560,320,0,579,88,76,76,5,,,33,23,,,,,820,60,10KV0343BALA,,,
2008,120088,LAS,710,MA,343,Political Science,,,10,4,6,0,6,2,1,1,0,,,0,0,,,,,10,0,10KS0343MA,,,
2008,120088,LAS,710,BSLAS,343,Political Science,,,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10KV0343BSLA,,,
2008,120088,LAS,710,BALAS,343,Political Science,,,19,8,11,0,13,2,1,0,1,,,1,1,,,,,19,0,10KV8037BALA,,,
2008,120088,LAS,710,BALAS,343,Political Science,,,966,584,382,0,644,84,99,91,2,,,23,23,,,,,916,50,10KV0343BALA,,,
2008,120088,LAS,710,PHD,343,Political Science,,,66,41,25,0,45,6,2,0,0,,,13,0,,,,,11,55,10KS0343PHD,,,
2007,120078,LAS,710,BALAS,343,Political Science,,,16,10,6,0,6,3,1,3,1,,,0,2,,,,,16,0,10KV8037BALA,,,
2007,120078,LAS,710,MA,343,Political Science,,,10,4,6,0,8,0,1,0,0,,,1,0,,,,,8,2,10KS0343MA,,,
2007,120078,LAS,710,PHD,343,Political Science,,,57,31,26,0,37,3,3,0,0,,,14,0,,,,,12,45,10KS0343PHD,,,
2007,120078,LAS,710,BALAS,343,Political Science,,,1047,606,439,2,715,87,97,99,1,,,25,23,,,,,982,65,10KV0343BALA,,,
2006,120068,LAS,710,MA,343,Political Science,,,4,1,3,0,4,0,0,0,0,,,0,0,,,,,3,1,10KS0343MA,,,
2006,120068,LAS,710,BALAS,343,Political Science,,,19,10,9,0,11,3,3,1,0,,,1,0,,,,,15,4,10KV8037BALA,,,
2006,120068,LAS,710,PHD,343,Political Science,,,56,32,24,0,35,4,3,0,0,,,14,0,,,,,8,48,10KS0343PHD,,,
2006,120068,LAS,710,BALAS,343,Political Science,,,1035,589,445,1,696,83,105,104,5,,,17,25,,,,,976,59,10KV0343BALA,,,
2005,120058,LAS,710,BSLAS,343,Political Science,,,2,1,1,0,2,0,0,0,0,,,0,0,,,,,2,0,10KV0343BSLA,,,
2005,120058,LAS,710,MA,343,Political Science,,,3,0,3,0,3,0,0,0,0,,,0,0,,,,,2,1,10KS0343MA,,,
2005,120058,LAS,710,BALAS,343,Political Science,,,20,10,10,0,12,3,2,2,0,,,0,1,,,,,19,1,10KV8037BALA,,,
2005,120058,LAS,710,PHD,343,Political Science,,,46,24,22,0,30,3,1,0,0,,,12,0,,,,,9,37,10KS0343PHD,,,
2005,120058,LAS,710,BALAS,343,Political Science,,,993,607,383,3,681,82,95,97,6,,,6,26,,,,,938,55,10KV0343BALA,,,
2004,120048,LAS,710,BALAS,343,Political Science,,,889,529,359,1,607,80,85,89,1,,,7,20,,,,,837,52,10KV0343BALA,,,
2004,120048,LAS,710,BALAS,343,Political Science,,,11,4,7,0,7,4,0,0,0,,,0,0,,,,,11,0,10KV8037MULT,,,
